,Unnamed: 0,gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,trauma,total_health,health_categorical,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
255,255,Male,18 - 30,2+,2,3,2,4,4,Yes,15,0.0,Stormbending,Devin Townsend Project,0.898,0.414,0.418,0.217,113.986,0.578,9.37e-05,45.0,"['alternative metal', 'canadian metal', 'djent', 'jazz metal', 'progressive metal', 'vancouver metal']"
256,256,Male,18 - 30,2+,2,3,2,4,4,Yes,15,0.0,Lune,Periphery,0.851,0.488,0.0943,0.337,134.99,0.0005009999999999999,0.0020800000000000003,43.0,"['djent', 'jazz metal', 'melodic metalcore', 'progressive metal']"
257,257,Male,18 - 30,2+,2,3,2,4,4,Yes,15,0.0,Dancers To A Discordant System,Meshuggah,0.996,0.255,0.181,0.142,93.633,0.902,2.410000000000001e-05,38.0,"['alternative metal', 'death metal', 'djent', 'groove metal', 'jazz metal', 'metal', 'nu metal', 'progressive metal', 'swedish metal', 'technical death metal']"
258,258,Male,18 - 30,0 - 1,5,5,4,5,5,No,24,1.0,Treat You Better,Shawn Mendes,0.8190000000000001,0.444,0.107,0.747,82.695,0.0,0.106,85.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
259,259,Male,18 - 30,0 - 1,3,2,5,4,6,Yes,20,1.0,X (feat. Future),21 Savage,0.413,0.835,0.101,0.111,149.004,0.00133,0.373,78.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
260,260,Male,18 - 30,0 - 1,3,2,5,4,6,Yes,20,1.0,Dip,Tyga,0.562,0.877,0.0933,0.376,99.977,0.0,0.0152,82.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
261,261,Male,18 - 30,1 - 2,5,4,4,5,5,Yes,23,1.0,Not Nice,PARTYNEXTDOOR,0.496,0.598,0.12,0.725,128.06,0.00132,0.0253,69.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
262,262,Female,18 - 30,2+,2,4,5,3,5,Yes,19,1.0,LUV,Tory Lanez,0.528,0.539,0.117,0.252,190.169,0.0,0.0108,71.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
263,263,Male,18 - 30,2+,3,2,3,2,2,Yes,12,0.0,Ayrilamiz,Shahzoda,0.7879999999999999,0.6970000000000001,0.123,0.5579999999999999,105.997,3.24e-05,0.00688,17.0,['uzbek pop']
264,264,Male,18 - 30,2+,3,2,3,2,2,Yes,12,0.0,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,0.00527,0.184,0.173,0.151,170.612,0.887,0.995,68.0,"['classical', 'classical era', 'early romantic era']"
265,265,Male,18 - 30,2+,3,2,3,2,2,Yes,12,0.0,Dancing Queen,ABBA,0.87,0.5429999999999999,0.792,0.754,100.804,0.000939,0.358,81.0,"['europop', 'swedish pop']"
266,266,Female,18 - 30,1 - 2,4,5,6,2,4,No,21,1.0,Fast Cars And Freedom,Rascal Flatts,0.8,0.617,0.179,0.634,117.955,3.19e-05,0.0172,58.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
267,267,Female,18 - 30,1 - 2,4,5,6,2,4,No,21,1.0,Into The Fire,Asking Alexandria,0.965,0.378,0.28,0.303,175.043,0.000686,0.00017,65.0,"['melodic metalcore', 'metalcore', 'rap metal', 'screamo', 'trancecore']"
268,268,Female,18 - 30,2+,6,6,6,5,4,No,27,1.0,Only U,PARTYNEXTDOOR,0.7859999999999999,0.37,0.243,0.7559999999999999,65.568,0.0,0.306,53.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
269,269,Male,18 - 30,1 - 2,4,4,4,5,5,No,22,1.0,Don't Like.1,Kanye West,0.628,0.6679999999999999,0.145,0.621,131.88,0.0,0.00822,64.0,"['pop rap', 'rap']"
270,270,Male,18 - 30,1 - 2,4,4,4,5,5,No,22,1.0,Send It Up,Kanye West,0.547,0.698,0.328,0.404,93.003,6.34e-05,0.3,60.0,"['pop rap', 'rap']"
271,271,Male,18 - 30,1 - 2,4,4,4,5,5,No,22,1.0,I Am A God,Kanye West,0.5379999999999999,0.516,0.163,0.294,112.053,0.000805,0.0341,62.0,"['pop rap', 'rap']"
272,272,Female,17 & Under,2+,3,4,3,3,5,Yes,18,1.0,Ocean Drive,Duke Dumont,0.718,0.6859999999999999,0.119,0.557,115.026,0.0007030000000000001,0.006370000000000001,76.0,"['dance pop', 'deep groove house', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house']"
273,273,Female,17 & Under,2+,3,4,3,3,5,Yes,18,1.0,The Way You Want Me,Lucky Rose,0.634,0.6509999999999999,0.0694,0.343,114.108,1.63e-06,0.21,49.0,[]
274,274,Female,17 & Under,2+,3,4,3,3,5,Yes,18,1.0,Electric Love,BØRNS,0.797,0.611,0.26,0.518,120.041,0.00137,0.00543,76.0,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
275,275,Female,17 & Under,2+,1,4,2,2,3,Yes,12,0.0,Can I Be Him,James Arthur,0.5429999999999999,0.696,0.0939,0.479,107.969,0.0,0.308,79.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
276,276,Female,17 & Under,2+,1,4,2,2,3,Yes,12,0.0,Say You Won't Let Go,James Arthur,0.557,0.358,0.0902,0.494,85.04299999999998,0.0,0.695,85.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
277,277,Female,17 & Under,2+,1,4,2,2,3,Yes,12,0.0,Satisfied,Twinkle Twinkle Little Rock Star,0.271,0.531,0.0699,0.07,110.029,0.265,0.926,11.0,['sleep']
278,278,Female,18 - 30,1 - 2,1,5,4,6,6,No,22,1.0,Someone Like You,Adele,0.33,0.5589999999999999,0.0975,0.285,135.109,0.0,0.892,79.0,['pop']
279,279,Female,18 - 30,1 - 2,1,5,4,6,6,No,22,1.0,Unfaithful,Rihanna,0.391,0.588,0.227,0.349,144.069,0.0,0.8390000000000001,74.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
280,280,Female,18 - 30,1 - 2,1,5,4,6,6,No,22,1.0,Say My Name - Live,Beyoncé,0.871,0.503,0.823,0.448,137.164,0.0,0.306,48.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
281,281,Female,18 - 30,1 - 2,5,6,4,4,5,No,24,1.0,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,0.795,0.652,0.123,0.7879999999999999,135.018,0.0,0.156,69.0,"['canadian pop', 'pop']"
282,282,Female,18 - 30,1 - 2,5,6,4,4,5,No,24,1.0,LUV,Tory Lanez,0.528,0.539,0.117,0.252,190.169,0.0,0.0108,71.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
283,283,Male,18 - 30,2+,0,3,2,2,0,No,7,0.0,Folgers Crystals,J. Cole,0.742,0.884,0.127,0.8490000000000001,109.982,0.0,0.35700000000000004,48.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
284,284,Male,18 - 30,2+,0,3,2,2,0,No,7,0.0,Love Yourz,J. Cole,0.623,0.502,0.119,0.399,75.578,0.0,0.609,72.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
285,285,Male,18 - 30,2+,0,3,2,2,0,No,7,0.0,My Nigga Just Made Bail,Bas,0.619,0.8140000000000001,0.0829,0.625,124.073,0.0,0.607,48.0,"['permanent wave', 'punk']"
286,286,Male,18 - 30,1 - 2,4,1,2,4,5,Yes,16,1.0,Arguru - EDX's 5un5hine Remix,deadmau5,0.602,0.778,0.0738,0.664,127.998,0.901,0.00119,16.0,"['big room', 'edm', 'electro house', 'progressive house']"
287,287,Male,18 - 30,1 - 2,4,1,2,4,5,Yes,16,1.0,Ebb & Flow,Feed Me,0.8690000000000001,0.605,0.0986,0.36,140.032,0.00479,0.0309,29.0,"['brostep', 'catstep', 'complextro', 'edm', 'electro house', 'filthstep']"
288,288,Male,18 - 30,1 - 2,4,1,2,4,5,Yes,16,1.0,Empty Lungs,Posij,0.758,0.8109999999999999,0.163,0.491,139.94,0.7709999999999999,0.0015,11.0,[]
289,289,Male,18 - 30,1 - 2,3,2,4,3,2,Yes,14,0.0,Whistle For The Choir,The Fratellis,0.6859999999999999,0.579,0.0876,0.7609999999999999,131.634,0.0,0.0591,51.0,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']"
290,290,Male,18 - 30,1 - 2,3,2,4,3,2,Yes,14,0.0,Too Good,Drake,0.6409999999999999,0.82,0.102,0.395,117.974,5.07e-05,0.0662,77.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
291,291,Male,18 - 30,1 - 2,3,2,4,3,2,Yes,14,0.0,Skinny Love,Bon Iver,0.263,0.593,0.127,0.109,76.37899999999998,5.36e-06,0.8440000000000001,73.0,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'melancholia', 'slow core', 'stomp and holler']"
292,292,Female,17 & Under,2+,4,5,4,4,3,No,20,1.0,What a Feeling,One Direction,0.8690000000000001,0.6779999999999999,0.0593,0.882,123.964,0.0,0.149,63.0,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']"
293,293,Female,17 & Under,2+,4,5,4,4,3,No,20,1.0,Fairly Local,Twenty One Pilots,0.723,0.715,0.084,0.479,114.985,8.57e-05,0.0396,72.0,"['pop punk', 'rock']"
294,294,Female,17 & Under,2+,4,5,4,4,3,No,20,1.0,Touch,Troye Sivan,0.588,0.506,0.125,0.269,78.158,0.000769,0.0114,56.0,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
295,295,Female,18 - 30,2+,5,2,5,3,6,Yes,21,1.0,Sorry Not Sorry,Bryson Tiller,0.608,0.664,0.225,0.262,97.933,0.0,0.0477,68.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
296,296,Female,18 - 30,2+,5,2,5,3,6,Yes,21,1.0,goosebumps,Travis Scott,0.728,0.841,0.149,0.43,130.049,0.0,0.0847,87.0,"['pop', 'pop rap', 'rap']"
297,297,Prefer not to specify,30+,2+,3,6,6,0,0,Yes,15,0.0,CoCo,O.T. Genasis,0.628,0.8859999999999999,0.31,0.17800000000000002,119.906,1.15e-05,0.00215,66.0,"['dwn trap', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
298,298,Prefer not to specify,30+,2+,3,6,6,0,0,Yes,15,0.0,All Eyes on Me,Muslim,0.7340000000000001,0.782,0.252,0.64,93.196,0.0,0.0571,19.0,"['arabic hip hop', 'gnawa', 'rai', 'rif']"
299,299,Female,18 - 30,2+,3,1,6,1,3,No,14,0.0,Beat's So Lonely,Charlie Sexton,0.8759999999999999,0.542,0.054000000000000006,0.557,156.058,5.1e-05,0.0353,34.0,[]
300,300,Female,18 - 30,2+,3,1,6,1,3,No,14,0.0,Light Years,Pearl Jam,0.726,0.388,0.213,0.746,205.07,0.113,0.0447,46.0,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']"
301,301,Female,18 - 30,2+,0,3,2,1,2,No,8,0.0,Haze,Amber Run,0.126,0.504,0.14400000000000002,0.307,84.22399999999998,0.0,0.652,41.0,"['indie anthem-folk', 'indie folk', 'modern alternative rock', 'modern rock']"
302,302,Female,18 - 30,2+,0,3,2,1,2,No,8,0.0,Autumn Tree,Milo Greene,0.222,0.232,0.081,0.0471,81.832,0.0,0.7709999999999999,46.0,"['chamber pop', 'indie folk', 'indie pop', 'la indie', 'metropopolis', 'shimmer pop', 'stomp and holler']"
303,303,Female,18 - 30,2+,0,3,2,1,2,No,8,0.0,Don't Wait,Jon Bryant,0.28300000000000003,0.602,0.213,0.219,126.915,1.09e-06,0.747,35.0,"['acoustic pop', 'canadian folk', 'chamber pop', 'indie anthem-folk', 'indie folk', 'indiecoustica']"
304,304,Male,17 & Under,2+,1,4,2,4,6,Yes,17,1.0,human,Christina Perri,0.489,0.439,0.114,0.253,143.808,0.000643,0.132,72.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
305,305,Male,17 & Under,2+,1,4,2,4,6,Yes,17,1.0,Bless The Broken Road,Rascal Flatts,0.433,0.599,0.17800000000000002,0.384,135.94799999999998,8.99e-05,0.693,69.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
306,306,Male,17 & Under,2+,1,4,2,4,6,Yes,17,1.0,House Of The Rising Sun,The Animals,0.584,0.295,0.0996,0.228,117.2,0.218,0.000385,71.0,"['album rock', 'blues-rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']"
307,307,Male,18 - 30,2+,5,4,4,4,6,No,23,1.0,Used to This (feat. Drake),Future,0.727,0.618,0.196,0.401,164.99200000000005,0.0,0.0312,57.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
308,308,Male,18 - 30,2+,5,4,4,4,6,No,23,1.0,Cut It (feat. Young Dolph),OT Genasis,0.6729999999999999,0.875,0.292,0.231,130.0,0.0,0.135,63.0,"['pop rap', 'rap', 'southern hip hop', 'trap']"
309,309,Male,18 - 30,2+,5,4,4,4,6,No,23,1.0,oui,Jeremih,0.722,0.705,0.126,0.635,119.879,0.0,0.215,19.0,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
310,310,Female,18 - 30,2+,5,5,5,4,4,No,23,1.0,Forever Starts Today,Tim Halperin,0.527,0.463,0.197,0.0424,85.035,0.00563,0.36,49.0,"['acoustic pop', 'indiecoustica', 'neo mellow']"
311,311,Female,18 - 30,2+,5,5,5,4,4,No,23,1.0,A Thousand Miles,Vanessa Carlton,0.825,0.56,0.161,0.268,94.931,0.0,0.32299999999999995,78.0,"['dance pop', 'folk-pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']"
312,312,Female,18 - 30,2+,5,5,5,4,4,No,23,1.0,Perfect Strangers - Jonas Blue Ft. Jp Cooper Tribute,Andres Espinosa,0.564,0.75,0.054000000000000006,0.747,118.012,0.000148,0.13699999999999998,11.0,[]
313,313,Female,18 - 30,1 - 2,3,4,5,3,6,No,21,1.0,I Wanna Prove to You,The Lemon Twigs,0.677,0.392,0.16,0.377,94.213,1.13e-05,0.465,53.0,[]
314,314,Female,18 - 30,1 - 2,3,4,5,3,6,No,21,1.0,Garbage Brain,Bloody Knees,0.475,0.264,0.109,0.0857,120.465,0.0295,0.0477,15.0,"['alt-indie rock', 'modern alternative rock']"
315,315,Female,18 - 30,1 - 2,3,4,5,3,6,No,21,1.0,Soft Power,Arcade Fire,0.5670000000000001,0.31,0.536,0.0865,79.905,0.112,0.0264,35.0,"['alternative rock', 'canadian indie', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'rock']"
316,316,Male,18 - 30,0 - 1,2,5,6,5,2,Yes,20,1.0,Watching You,Rodney Atkins,0.848,0.625,0.23,0.716,137.993,0.0,0.105,68.0,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
317,317,Male,18 - 30,0 - 1,2,5,6,5,2,Yes,20,1.0,Stronger Beer,Tim Hicks,0.5379999999999999,0.7120000000000001,0.7979999999999999,0.677,93.001,0.0,0.301,37.0,['canadian country']
318,318,Male,30+,0 - 1,2,6,1,4,3,Yes,16,1.0,I Will Possess Your Heart,Death Cab for Cutie,0.619,0.605,0.0732,0.578,133.07399999999998,0.313,0.423,55.0,"['alternative rock', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']"
319,319,Male,30+,0 - 1,2,6,1,4,3,Yes,16,1.0,Work Shoes,Ubiquitous Synergy Seeker,0.858,0.6459999999999999,0.269,0.6890000000000001,81.423,0.0,0.0862,43.0,"['canadian indie', 'modern alternative rock']"
320,320,Male,30+,0 - 1,2,6,1,4,3,Yes,16,1.0,Circadian Rhythm (Last Dance),Silversun Pickups,0.586,0.693,0.362,0.459,127.967,0.0133,0.0667,53.0,"['alternative metal', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'post-grunge', 'rock']"
321,321,Female,30+,1 - 2,4,3,3,2,3,No,15,0.0,Adventure Of A Lifetime,Coldplay,0.924,0.638,0.149,0.529,111.995,0.000173,0.00205,78.0,"['permanent wave', 'pop']"
322,322,Female,30+,1 - 2,4,3,3,2,3,No,15,0.0,It Can Happen To You,Chris Smith,0.5660000000000001,0.8,0.158,0.674,93.017,0.000297,0.416,0.0,[]
323,323,Female,18 - 30,0 - 1,3,3,2,5,1,No,14,0.0,Ivy,Frank Ocean,0.388,0.5670000000000001,0.248,0.452,116.362,0.000309,0.782,77.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
324,324,Female,18 - 30,0 - 1,3,3,2,5,1,No,14,0.0,Love On The Brain,Rihanna,0.637,0.509,0.0789,0.378,172.00599999999997,1.0800000000000003e-05,0.0717,81.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']"
325,325,Female,18 - 30,0 - 1,3,3,2,5,1,No,14,0.0,Nikes,Frank Ocean,0.394,0.5429999999999999,0.108,0.118,137.811,0.000239,0.695,74.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
326,326,Female,18 - 30,1 - 2,1,1,6,3,6,Yes,17,1.0,Solo,Frank Ocean,0.287,0.444,0.161,0.246,124.027,2.82e-06,0.8490000000000001,71.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
327,327,Female,18 - 30,1 - 2,1,1,6,3,6,Yes,17,1.0,Did It On 'Em - Originally By Nicki Minaj (Karaoke / Instrumental),HOT 100,0.55,0.7190000000000001,0.146,0.16899999999999998,155.988,0.665,0.00787,5.0,['fake']
328,328,Female,18 - 30,2+,3,5,5,4,6,No,23,1.0,She Don't (feat. Ty Dolla $Ign),Ella Mai,0.478,0.65,0.177,0.147,99.979,0.0,0.268,77.0,"['dance pop', 'indie r&b', 'pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']"
329,329,Female,18 - 30,2+,3,5,5,4,6,No,23,1.0,DON'T DO IT FOR YOU NO MORE,PARTYNEXTDOOR,0.654,0.399,0.0585,0.462,160.04,0.00025,0.0116,43.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
330,330,Male,18 - 30,2+,4,4,2,4,4,No,18,1.0,Fallin',Alicia Keys,0.609,0.652,0.233,0.482,95.986,0.00101,0.263,67.0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
331,331,Male,18 - 30,2+,4,4,2,4,4,No,18,1.0,Pink Lemonade,Watsky,0.743,0.511,0.0764,0.511,88.536,5.18e-06,0.243,45.0,"['abstract hip hop', 'comic', 'indie pop rap', 'pop rap']"
332,332,Male,18 - 30,2+,4,4,2,4,4,No,18,1.0,This Is How I Disappear,My Chemical Romance,0.983,0.242,0.303,0.301,163.366,4.4299999999999986e-05,5.08e-05,60.0,"['emo', 'pop punk']"
333,333,Female,18 - 30,2+,6,6,6,6,6,No,30,1.0,The Motto,Drake,0.442,0.7659999999999999,0.111,0.39,201.8,6.12e-05,0.000107,77.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
334,334,Female,18 - 30,1 - 2,3,5,6,6,6,No,26,1.0,Lights,EMBRZ,0.612,0.6920000000000001,0.0831,0.152,99.998,0.927,0.428,36.0,"['indie poptimism', 'vapor soul']"
335,335,Female,18 - 30,1 - 2,3,5,6,6,6,No,26,1.0,This Town - Tiёsto Remix,Niall Horan,0.736,0.7390000000000001,0.294,0.163,119.992,0.000443,0.0016600000000000002,53.0,"['dance pop', 'pop', 'post-teen pop']"
336,336,Female,18 - 30,1 - 2,3,5,6,6,6,No,26,1.0,One Wine (feat. Major Lazer),"Machel Montano, Sean Paul",0.944,0.502,0.293,0.899,195.804,0.0,0.116,33.0,"['chutney', 'dancehall', 'soca']"
337,337,Female,18 - 30,2+,2,3,3,2,3,No,13,0.0,Chasing Cars,Snow Patrol,0.5920000000000001,0.563,0.132,0.136,104.016,5.08e-05,0.209,79.0,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']"
338,338,Female,18 - 30,2+,2,3,3,2,3,No,13,0.0,Beer Money,Kip Moore,0.805,0.745,0.13,0.765,126.065,1.06e-06,0.0223,58.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
339,339,Male,18 - 30,2+,4,3,3,3,2,No,15,0.0,Hey Girl,Lady Gaga,0.451,0.754,0.0688,0.622,138.024,6.5e-06,0.0562,52.0,"['art pop', 'dance pop', 'pop']"
340,340,Male,18 - 30,2+,4,3,3,3,2,No,15,0.0,The Greatest,Sia,0.725,0.6679999999999999,0.0561,0.7290000000000001,191.944,0.000479,0.0102,78.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
341,341,Male,18 - 30,2+,4,3,3,3,2,No,15,0.0,Slow Dancing in a Burning Room,John Mayer,0.361,0.6679999999999999,0.0805,0.28800000000000003,134.15,0.00506,0.573,78.0,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
342,342,Male,18 - 30,0 - 1,3,6,1,2,5,No,17,1.0,Don't Run,PARTYNEXTDOOR,0.414,0.409,0.655,0.211,102.348,0.00048,0.369,52.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
343,343,Male,18 - 30,1 - 2,0,0,3,2,4,No,9,0.0,Father Stretch My Hands Pt. 1,Kanye West,0.573,0.7240000000000001,0.5379999999999999,0.438,113.088,0.0,0.118,79.0,"['chicago rap', 'rap']"
344,344,Male,18 - 30,1 - 2,0,0,3,2,4,No,9,0.0,No Shopping,French Montana,0.491,0.895,0.14300000000000002,0.249,83.505,0.0009880000000000002,0.0144,58.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
345,345,Male,18 - 30,1 - 2,0,0,3,2,4,No,9,0.0,Wicked,Future,0.679,0.718,0.385,0.205,157.97,0.0104,0.00191,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
346,346,Male,18 - 30,2+,4,4,2,1,1,No,12,0.0,King Kunta,Kendrick Lamar,0.657,0.884,0.154,0.489,107.059,0.0,0.00589,76.0,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
347,347,Male,18 - 30,2+,4,4,2,1,1,No,12,0.0,Twenty Eight,The Weeknd,0.633,0.639,0.111,0.243,129.996,0.000218,0.574,65.0,"['canadian pop', 'pop', 'rap']"
348,348,Female,18 - 30,2+,1,2,3,0,3,Yes,9,0.0,Bumper Cars,Alex & Sierra,0.274,0.428,0.102,0.17600000000000002,145.067,0.0,0.805,64.0,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
349,349,Female,18 - 30,2+,1,2,3,0,3,Yes,9,0.0,Another Love,Tom Odell,0.537,0.445,0.0941,0.131,122.764,1.6e-05,0.695,57.0,"['indie folk', 'neo mellow', 'pop']"
350,350,Female,18 - 30,2+,1,2,3,0,3,Yes,9,0.0,Rise Up,Andra Day,0.316,0.398,0.295,0.174,118.582,0.0,0.805,76.0,['r&b']
351,351,Male,18 - 30,2+,5,5,2,4,5,No,21,1.0,El Dorado,Hamza,0.735,0.7240000000000001,0.0797,0.926,160.048,0.0,0.44,46.0,"['canadian contemporary r&b', 'canadian hip hop', 'rap calme', 'trap soul']"
352,352,Male,18 - 30,2+,5,5,2,4,5,No,21,1.0,Do Like That,Korede Bello,0.366,0.812,0.0793,0.659,114.093,0.0,0.36,64.0,"['afrobeats', 'afropop', 'azontobeats', 'nigerian hip hop']"
353,353,Male,18 - 30,2+,5,4,4,5,5,No,23,1.0,Switch,Roy Woods,0.406,0.6709999999999999,0.11,0.409,91.04,0.000324,0.321,54.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap soul']"
354,354,Female,18 - 30,0 - 1,3,4,1,4,4,No,16,1.0,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
355,355,Female,18 - 30,0 - 1,3,4,1,4,4,No,16,1.0,Cool Girl,Tove Lo,0.6940000000000001,0.674,0.0752,0.203,101.993,7.17e-06,0.313,71.0,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'tropical house']"
356,356,Female,18 - 30,2+,3,4,3,2,4,No,16,1.0,TT,TWICE,0.853,0.708,0.399,0.399,129.946,0.000173,0.0525,71.0,['k-pop']
357,357,Female,18 - 30,2+,3,4,3,2,4,No,16,1.0,TT,TWICE,0.853,0.708,0.399,0.399,129.946,0.000173,0.0525,71.0,['k-pop']
358,358,Female,18 - 30,2+,3,4,3,2,4,No,16,1.0,Blood Sweat & Tears,BTS,0.885,0.583,0.35700000000000004,0.601,92.959,0.0,0.0244,78.0,['k-pop']
359,359,Male,18 - 30,2+,1,4,3,5,5,Yes,18,1.0,Sneakin' (In the Style of Drake (feat. 21 Savage)),2017 Top Hit Karaoke,0.5670000000000001,0.619,0.116,0.363,169.96599999999995,0.914,0.0248,10.0,['karaoke']
360,360,Male,18 - 30,2+,1,4,3,5,5,Yes,18,1.0,Starboy - Electro Tribute the Weeknd Feat Daft Punk,Hilmer Rose,0.76,0.653,0.199,0.7290000000000001,116.009,0.0766,0.0704,6.0,[]
361,361,Female,18 - 30,1 - 2,3,5,4,2,5,No,19,1.0,That's Not Me (Karaoke Version) [Originally Performed by Skepta feat. Jme] - No Backing Vocals,Backing Force,0.7759999999999999,0.954,0.0716,0.595,138.961,0.6659999999999999,0.36,0.0,[]
362,362,Female,18 - 30,1 - 2,3,5,4,2,5,No,19,1.0,Deja Vu (Originally Performed by Post Malone & Justin Bieber) - Instrumental Version,Karaoke Pro,0.428,0.64,0.14,0.608,133.996,0.91,0.122,5.0,['karaoke']
363,363,Female,18 - 30,2+,6,4,5,4,4,Yes,23,1.0,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0.0,0.108,79.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
364,364,Female,18 - 30,2+,6,4,5,4,4,Yes,23,1.0,Shout Out to My Ex,Little Mix,0.747,0.773,0.11,0.8,126.014,8.23e-06,0.0239,81.0,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'r&b', 'talent show']"
365,365,Male,18 - 30,1 - 2,4,4,2,4,5,No,19,1.0,Kryptonite,3 Doors Down,0.865,0.545,0.168,0.5429999999999999,99.01,1.12e-05,0.006640000000000001,79.0,"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal']"
366,366,Male,18 - 30,1 - 2,4,4,2,4,5,No,19,1.0,Smile and Wave,Headstones,0.6759999999999999,0.615,0.173,0.8590000000000001,121.046,0.006520000000000001,0.0373,14.0,"['canadian indie', 'canadian rock']"
