,Unnamed: 0,gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,trauma,total_health,health_categorical,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
25,25,Male,18 - 30,0 - 1,2,3,2,4,4,No,15,0.0,Imagine the Fire,Hans Zimmer,0.675,0.564,0.118,0.145,102.992,0.767,0.16699999999999998,40.0,"['german soundtrack', 'soundtrack']"
26,26,Male,18 - 30,0 - 1,2,3,2,4,4,No,15,0.0,Way Away,Yellowcard,0.959,0.35700000000000004,0.0825,0.364,179.644,3.91e-05,6.93e-06,59.0,"['bow pop', 'emo', 'modern rock', 'pop punk', 'pop rock', 'post-grunge']"
27,27,Female,18 - 30,1 - 2,4,4,5,4,5,No,22,1.0,Summertime Sadness,Lana Del Rey,0.654,0.565,0.122,0.235,111.968,1.8e-06,0.0542,64.0,"['dance pop', 'pop']"
28,28,Female,18 - 30,1 - 2,4,4,5,4,5,No,22,1.0,Sorry,Justin Bieber,0.768,0.605,0.308,0.414,100.209,0.0,0.0865,81.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
29,29,Male,18 - 30,1 - 2,6,6,4,5,5,No,26,1.0,#Peg Pugg,Deep Karan,0.911,0.7190000000000001,0.0592,0.873,83.05799999999998,0.0,0.489,38.0,[]
30,30,Male,18 - 30,1 - 2,6,6,4,5,5,No,26,1.0,Label Black,Gupz Sehra,0.875,0.612,0.328,0.898,179.893,0.0,0.254,48.0,['punjabi pop']
31,31,Male,18 - 30,1 - 2,1,0,3,2,4,Yes,10,0.0,Arrival of the Birds,The Cinematic Orchestra,0.14300000000000002,0.175,0.0915,0.0662,173.33,0.933,0.937,52.0,"['downtempo', 'ninja', 'nu jazz', 'trip hop']"
32,32,Male,18 - 30,1 - 2,1,0,3,2,4,Yes,10,0.0,Waltz for Life Will Born,Nujabes,0.726,0.294,0.303,0.6509999999999999,180.169,0.969,0.377,33.0,"['chillhop', 'downtempo', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']"
33,33,Male,18 - 30,1 - 2,1,0,3,2,4,Yes,10,0.0,Throw It Back (feat. Taskrok),Proleter,0.79,0.5,0.639,0.93,171.67,0.0,0.173,46.0,"['electro swing', 'nu jazz']"
34,34,Female,18 - 30,2+,0,2,5,2,5,No,14,0.0,Reverse Skydiving (feat. Anabel Englund),Hot Natured,0.461,0.915,0.0771,0.5820000000000001,118.013,0.0595,0.006409999999999999,47.0,"['deep disco house', 'deep house', 'house', 'microhouse']"
35,35,Female,18 - 30,2+,0,2,5,2,5,No,14,0.0,"Let's Nacho (From ""Kapoor & Sons (Since 1921)"")","Nucleya, Benny Dayal, Badshah",0.947,0.742,0.0721,0.88,130.043,0.0221,0.0906,34.0,"['desi hip hop', 'desi pop', 'hindi hip hop', 'indian edm', 'indian indie']"
36,36,Female,18 - 30,2+,0,2,5,2,5,No,14,0.0,Lighthouse - Radio Edit,Nicky Romero,0.6990000000000001,0.604,0.341,0.3670000000000001,128.056,0.0,0.0208,44.0,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']"
37,37,Male,18 - 30,2+,4,5,2,4,4,No,19,1.0,Swang,Rae Sremmurd,0.314,0.6809999999999999,0.1,0.166,139.99200000000002,9.82e-06,0.2,73.0,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
38,38,Male,18 - 30,2+,4,5,2,4,4,No,19,1.0,In America,The Guess Who,0.82,0.363,0.32,0.8490000000000001,75.69800000000002,0.00424,0.0125,36.0,"['album rock', 'blues-rock', 'bubblegum pop', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']"
39,39,Male,18 - 30,0 - 1,2,5,3,5,6,No,21,1.0,Ultralight Beam,Kanye West,0.393,0.596,0.539,0.36,107.425,0.0,0.637,73.0,"['pop rap', 'rap']"
40,40,Male,18 - 30,0 - 1,2,5,3,5,6,No,21,1.0,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
41,41,Male,18 - 30,1 - 2,5,4,4,5,4,No,22,1.0,Famous,Kanye West,0.741,0.474,0.115,0.402,174.1,0.0,0.0602,76.0,"['pop rap', 'rap']"
42,42,Male,18 - 30,1 - 2,5,4,4,5,4,No,22,1.0,Mad World,Michael Andrews,0.133,0.34600000000000003,0.109,0.332,174.291,1.11e-05,0.966,56.0,['neo mellow']
43,43,Male,18 - 30,2+,4,5,4,6,6,No,25,1.0,You Left Me,Croquet Club,0.405,0.44,0.119,0.174,83.78,0.8759999999999999,0.97,46.0,['progressive house']
44,44,Male,18 - 30,2+,4,5,4,6,6,No,25,1.0,Steppin' Out,Kaskade,0.915,0.7020000000000001,0.163,0.909,128.012,0.0109,0.133,32.0,"['big room', 'chicago house', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house', 'vocal house']"
45,45,Male,18 - 30,2+,4,5,4,6,6,No,25,1.0,Sæglópur,Sigur Rós,0.483,0.329,0.498,0.0702,101.332,0.807,0.0433,42.0,"['bow pop', 'chamber pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'indie folk', 'melancholia', 'post-rock']"
46,46,Male,18 - 30,2+,3,4,1,4,4,No,16,1.0,Can't Forget You (feat. The Nicholas),San Holo,0.76,0.5529999999999999,0.364,0.213,131.986,0.00772,0.00282,52.0,"['bass trap', 'edm', 'electronic trap', 'pop', 'tropical house']"
47,47,Male,18 - 30,2+,3,4,1,4,4,No,16,1.0,Into You,Ariana Grande,0.7340000000000001,0.623,0.145,0.3720000000000001,107.853,1.9e-06,0.0162,83.0,"['dance pop', 'pop', 'post-teen pop']"
48,48,Female,18 - 30,1 - 2,4,4,2,5,5,Yes,20,1.0,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,0.525,0.8859999999999999,0.057,0.708,145.99,0.0,0.236,64.0,"['alternative r&b', 'pop rap', 'rap', 'trap', 'underground hip hop', 'virginia hip hop']"
49,49,Female,18 - 30,1 - 2,4,4,2,5,5,Yes,20,1.0,Dat $tick,Rich Brian,0.508,0.923,0.126,0.168,108.039,1.21e-05,0.104,73.0,"['indonesian hip hop', 'underground hip hop', 'vapor trap']"
50,50,Female,18 - 30,1 - 2,4,4,2,5,5,Yes,20,1.0,Dissolve,Absofacto,0.5820000000000001,0.688,0.0663,0.872,85.486,0.000157,0.23,57.0,"['indie psych-pop', 'indie psych-rock', 'shimmer psych']"
51,51,Female,18 - 30,0 - 1,4,4,2,3,6,Yes,19,1.0,The Greatest,Sia,0.725,0.6679999999999999,0.0561,0.7290000000000001,191.944,0.000479,0.0102,78.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
52,52,Female,18 - 30,0 - 1,4,4,2,3,6,Yes,19,1.0,11 Blocks,Wrabel,0.711,0.5529999999999999,0.142,0.293,99.515,0.0,0.0216,67.0,"['dance pop', 'electropop', 'indie poptimism', 'modern rock', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
53,53,Female,18 - 30,0 - 1,4,4,2,3,6,Yes,19,1.0,Crazier,Taylor Swift,0.544,0.452,0.104,0.158,133.042,5.33e-06,0.0631,58.0,"['dance pop', 'pop', 'post-teen pop']"
54,54,Female,18 - 30,2+,4,3,3,2,2,Yes,14,0.0,Justified,A Day To Remember,0.894,0.376,0.105,0.0433,126.287,0.00132,0.000487,50.0,"['metalcore', 'pop punk', 'rap metal', 'screamo']"
55,55,Female,18 - 30,2+,4,3,3,2,2,Yes,14,0.0,You Can't Look Back,Taking Back Sunday,0.789,0.6579999999999999,0.0965,0.274,108.012,0.0,0.0298,49.0,"['emo', 'modern rock', 'pop punk', 'pop rock', 'screamo']"
56,56,Female,18 - 30,2+,4,3,3,2,2,Yes,14,0.0,Black Honey,Thrice,0.892,0.442,0.0758,0.237,151.914,7.92e-06,0.00267,60.0,"['emo', 'modern rock', 'pop punk', 'post-hardcore', 'screamo']"
57,57,Male,18 - 30,2+,5,4,4,4,6,No,23,1.0,Do You Know,Diljit Dosanjh,0.7959999999999999,0.6970000000000001,0.162,0.312,85.00200000000002,0.0,0.155,51.0,"['bhangra', 'desi', 'desi hip hop', 'filmi', 'indian folk', 'indian pop', 'modern bollywood', 'punjabi', 'sufi']"
58,58,Male,18 - 30,2+,5,4,4,4,6,No,23,1.0,Phone,Mickey Singh,0.693,0.448,0.0815,0.55,91.561,2.02e-06,0.127,57.0,['desi hip hop']
59,59,Female,18 - 30,2+,5,3,4,3,6,Yes,21,1.0,Deuces,Chris Brown,0.7390000000000001,0.644,0.0772,0.231,74.154,0.0,0.0311,62.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
60,60,Male,18 - 30,0 - 1,3,2,4,4,4,No,17,1.0,Me Too,Meghan Trainor,0.6940000000000001,0.934,0.478,0.835,123.829,1.2e-06,0.0962,74.0,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b']"
61,61,Male,18 - 30,0 - 1,3,2,4,4,4,No,17,1.0,Uptown Funk - Radio Instrumental,Kar Play,0.569,0.899,0.0419,0.516,115.019,0.589,0.000898,10.0,[]
62,62,Male,18 - 30,1 - 2,5,3,1,4,4,Yes,17,1.0,Cold Water (Karaoke Piano Backing Track) [Originally Performed by Major Lazer & Justin Bieber],PianoNest,0.172,0.5670000000000001,0.24,0.198,93.009,0.923,0.993,2.0,[]
63,63,Male,18 - 30,1 - 2,5,3,1,4,4,Yes,17,1.0,Count On Me - Originally By Bruno Mars,Leopard Powered,0.16,0.569,0.107,0.12,177.96099999999996,0.937,0.976,0.0,[]
64,64,Male,18 - 30,2+,2,5,5,6,5,No,23,1.0,Chain Gang,Sam Cooke,0.6609999999999999,0.698,0.228,0.8240000000000001,131.808,0.0,0.636,58.0,"['adult standards', 'brill building pop', 'christmas', 'classic soul', 'rock-and-roll', 'soul']"
65,65,Male,18 - 30,2+,2,5,5,6,5,No,23,1.0,After Laughter (Comes Tears) - Wendy Rene,Wendy Rene,0.211,0.428,0.0884,0.402,185.239,5.58e-06,0.182,50.0,"['memphis soul', 'southern soul']"
66,66,Male,18 - 30,2+,2,5,5,6,5,No,23,1.0,Put Me Thru,Anderson .Paak,0.789,0.732,0.123,0.607,107.978,3.11e-05,0.0459,60.0,"['escape room', 'hip hop', 'indie r&b', 'la indie', 'rap']"
67,67,Male,17 & Under,1 - 2,5,4,5,5,6,No,25,1.0,BomBae,Fuse ODG,0.929,0.852,0.563,0.636,110.679,4.93e-06,0.0614,52.0,"['afrobeats', 'azonto', 'dance pop', 'grime']"
68,68,Male,17 & Under,1 - 2,5,4,5,5,6,No,25,1.0,Salute,Jassi Sidhu,0.963,0.754,0.0753,0.863,87.97,2.34e-05,0.064,30.0,"['bhangra', 'desi', 'desi hip hop', 'indian pop', 'punjabi']"
69,69,Female,18 - 30,0 - 1,3,3,3,4,4,Yes,17,1.0,A.I.,OneRepublic,0.6709999999999999,0.7,0.114,0.246,117.962,0.215,0.0859,52.0,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop quebecois', 'pop rap', 'pop rock']"
70,70,Female,18 - 30,0 - 1,3,3,3,4,4,Yes,17,1.0,Symphony,Zeds Dead,0.7240000000000001,0.498,0.157,0.384,145.908,6.75e-06,0.281,48.0,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'progressive electro house']"
71,71,Male,18 - 30,1 - 2,5,6,5,5,6,Yes,27,1.0,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.7829999999999999,0.0983,0.418,100.047,0.0,0.343,69.0,"['pop', 'pop rock']"
72,72,Male,18 - 30,0 - 1,4,6,2,5,5,No,22,1.0,Rhinestone Cowboy,Madvillain,0.688,0.312,0.321,0.39,141.7,0.00162,0.298,49.0,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
73,73,Male,18 - 30,0 - 1,4,6,2,5,5,No,22,1.0,N.Y. State of Mind,Nas,0.91,0.665,0.227,0.887,84.09899999999998,0.0,0.0394,65.0,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
74,74,Male,18 - 30,0 - 1,4,6,2,5,5,No,22,1.0,Ultralight Beam,Kanye West,0.393,0.596,0.539,0.36,107.425,0.0,0.637,73.0,"['pop rap', 'rap']"
75,75,Male,18 - 30,2+,3,5,2,5,4,No,19,1.0,Find Me,Kings of Leon,0.946,0.4,0.155,0.611,161.591,0.853,0.000136,66.0,"['garage rock', 'indie rock', 'modern rock', 'rock']"
76,76,Male,18 - 30,2+,3,5,2,5,4,No,19,1.0,Go With The Flow,Queens of the Stone Age,0.991,0.248,0.8340000000000001,0.398,159.37,0.0462,0.0115,59.0,"['alternative metal', 'alternative rock', 'blues-rock', 'garage rock', 'modern rock', 'neo-psychedelic', 'nu metal', 'post-grunge', 'rock', 'stoner metal', 'stoner rock']"
77,77,Male,18 - 30,2+,3,5,2,5,4,No,19,1.0,Bored To Death,blink-182,0.966,0.502,0.117,0.638,159.94799999999995,1.56e-06,0.00575,63.0,"['modern rock', 'pop punk', 'punk']"
78,78,Male,18 - 30,2+,5,5,2,5,4,No,21,1.0,Breaking The Chain,Sum 41,0.93,0.5529999999999999,0.0673,0.5379999999999999,123.201,0.0582,0.00034,51.0,"['alternative metal', 'canadian punk', 'nu metal', 'pop punk', 'post-grunge', 'punk']"
79,79,Male,18 - 30,2+,5,5,2,5,4,No,21,1.0,Cutting Shapes,Don Diablo,0.91,0.6679999999999999,0.0937,0.5770000000000001,125.812,0.0,0.0254,65.0,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']"
80,80,Male,18 - 30,2+,5,5,2,5,4,No,21,1.0,Middle,DJ Snake,0.701,0.586,0.055,0.254,104.957,0.0,0.0203,79.0,"['dance pop', 'edm', 'electronic trap', 'pop', 'tropical house']"
81,81,Male,18 - 30,2+,5,4,6,5,2,No,22,1.0,Shameless,The Weeknd,0.562,0.603,0.109,0.244,100.038,0.0,0.146,70.0,"['canadian pop', 'pop', 'rap']"
82,82,Male,18 - 30,2+,5,4,6,5,2,No,22,1.0,Dark Times,The Weeknd,0.403,0.501,0.124,0.27,132.608,1.1e-05,0.114,72.0,"['canadian pop', 'pop', 'rap']"
83,83,Female,18 - 30,1 - 2,2,4,3,1,5,No,15,0.0,Someday,The Strokes,0.52,0.5379999999999999,0.3670000000000001,0.6779999999999999,106.031,0.0,0.00425,69.0,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']"
84,84,Female,18 - 30,1 - 2,2,4,3,1,5,No,15,0.0,Sedona,Houndmouth,0.654,0.394,0.112,0.264,135.188,6.96e-05,0.0404,64.0,"['deep new americana', 'indie folk', 'modern folk rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']"
85,85,Male,18 - 30,1 - 2,4,2,2,1,1,No,10,0.0,Perfect Illusion,Lady Gaga,0.855,0.625,0.35700000000000004,0.6679999999999999,124.977,0.0,0.0013800000000000002,71.0,"['dance pop', 'pop', 'post-teen pop']"
86,86,Male,18 - 30,1 - 2,4,2,2,1,1,No,10,0.0,Alive,Sia,0.762,0.508,0.108,0.444,99.963,0.000122,0.254,68.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
87,87,Male,18 - 30,1 - 2,4,2,2,1,1,No,10,0.0,All I Ask,Adele,0.28300000000000003,0.5870000000000001,0.149,0.343,141.961,0.0,0.882,70.0,['pop']
88,88,Male,30+,1 - 2,4,5,5,5,5,No,24,1.0,Treacherous,Taylor Swift,0.609,0.7,0.14400000000000002,0.392,109.98,5.25e-06,0.0852,57.0,"['dance pop', 'pop', 'post-teen pop']"
89,89,Male,30+,1 - 2,4,5,5,5,5,No,24,1.0,Carolina In My Mind,James Taylor,0.267,0.579,0.132,0.353,74.899,0.000562,0.118,67.0,"['adult standards', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
90,90,Male,30+,1 - 2,4,5,5,5,5,No,24,1.0,Wild Horses,The Rolling Stones,0.404,0.371,0.0805,0.153,74.38600000000002,0.004529999999999999,0.669,69.0,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']"
91,91,Male,18 - 30,9,0,3,0,0,3,No,6,0.0,Low,TRACE,0.809,0.499,0.224,0.168,140.03799999999998,0.416,0.00459,58.0,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
92,92,Male,18 - 30,9,0,3,0,0,3,No,6,0.0,Final Song,MØ,0.672,0.695,0.0756,0.245,104.988,8.44e-05,0.014,74.0,"['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house']"
93,93,Male,18 - 30,9,0,3,0,0,3,No,6,0.0,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
94,94,Female,18 - 30,1 - 2,3,5,4,5,3,No,20,1.0,Come Together - Remastered 2009,The Beatles,0.376,0.5329999999999999,0.0926,0.187,165.007,0.248,0.0302,79.0,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']"
95,95,Female,18 - 30,1 - 2,3,5,4,5,3,No,20,1.0,The Chainsmokers ft. Halsey CLOSER,EL3ctro & NU3tro,0.244,0.466,0.118,0.199,95.022,0.0129,0.00593,20.0,[]
96,96,Female,18 - 30,1 - 2,0,2,2,0,5,Yes,9,0.0,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
97,97,Female,18 - 30,0 - 1,3,2,2,1,3,No,11,0.0,Howling At The Moon,Milow,0.664,0.711,0.235,0.579,127.834,0.0,0.204,47.0,"['belgian pop', 'belgian rock', 'pop quebecois']"
98,98,Female,18 - 30,0 - 1,3,2,2,1,3,No,11,0.0,If I Were Sorry,Frans,0.612,0.735,0.103,0.395,105.056,4.120000000000001e-05,0.289,59.0,['classical performance']
99,99,Female,18 - 30,0 - 1,3,2,2,1,3,No,11,0.0,Human,Rag'n'Bone Man,0.7070000000000001,0.602,0.165,0.5539999999999999,75.09,0.0,0.393,82.0,['neo soul']
100,100,Female,18 - 30,2+,1,3,3,0,5,No,12,0.0,I Miss You,blink-182,0.778,0.659,0.0841,0.623,110.022,6.79e-06,0.00136,71.0,"['modern rock', 'pop punk', 'punk']"
101,101,Female,18 - 30,1 - 2,4,4,5,4,4,No,21,1.0,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.763,0.72,0.18,0.742,101.965,0.0,0.406,75.0,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
102,102,Female,18 - 30,1 - 2,4,4,5,4,4,No,21,1.0,Ain't Giving Up - WiDE AWAKE Remix,"Craig David, Sigala, WiDE AWAKE",0.6459999999999999,0.609,0.0787,0.58,74.987,4.8e-05,0.0197,37.0,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']"
103,103,Female,18 - 30,1 - 2,4,4,5,4,4,No,21,1.0,Freal Luv (feat. Chanyeol & Tinashe),Far East Movement,0.8140000000000001,0.644,0.213,0.52,145.041,1.59e-06,0.16399999999999998,54.0,"['dance pop', 'edm', 'pop', 'pop rap']"
104,104,Prefer not to specify,18 - 30,1 - 2,4,5,5,4,5,Yes,23,1.0,No Money,Galantis,0.916,0.6709999999999999,0.24,0.8029999999999999,126.01,0.00762,0.0282,75.0,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop rap', 'tropical house']"
105,105,Prefer not to specify,18 - 30,1 - 2,4,5,5,4,5,Yes,23,1.0,Shelter,Porter Robinson & Madeon,0.7959999999999999,0.276,0.184,0.26,199.526,0.0,0.00293,66.0,"['complextro', 'edm', 'future bass', 'progressive electro house']"
106,106,Male,18 - 30,2+,3,5,5,5,5,No,23,1.0,Rambo,Bryson Tiller,0.562,0.635,0.11,0.28800000000000003,181.014,2.01e-06,0.309,64.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
107,107,Male,18 - 30,2+,3,5,5,5,5,No,23,1.0,The Zone,The Weeknd,0.521,0.619,0.101,0.254,139.886,0.000542,0.26,64.0,"['canadian pop', 'pop', 'rap']"
108,108,Male,18 - 30,2+,3,5,5,5,5,No,23,1.0,Saint Pablo,Kanye West,0.768,0.502,0.204,0.403,168.218,0.0,0.273,67.0,"['pop rap', 'rap']"
109,109,Female,18 - 30,1 - 2,4,6,2,4,6,Yes,22,1.0,Foundations - Full Version,Kate Nash,0.91,0.551,0.0866,0.8690000000000001,84.425,0.0,0.0994,47.0,"['anti-folk', 'electropop', 'folk-pop', 'lilith', 'piano rock']"
110,110,Female,18 - 30,1 - 2,4,6,2,4,6,Yes,22,1.0,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.784,0.6459999999999999,0.061,0.8190000000000001,108.84,0.0,0.00495,65.0,"['funk', 'motown', 'quiet storm', 'soul']"
111,111,Female,18 - 30,1 - 2,4,6,2,4,6,Yes,22,1.0,Pine For Cedars,Dan Mangan,0.26,0.476,0.103,0.214,110.258,2.730000000000001e-05,0.645,29.0,"['canadian folk', 'canadian indie', 'deep new americana', 'vancouver indie']"
112,112,Female,18 - 30,5,5,6,4,5,5,Yes,25,1.0,Jeongseon Arirang,So Hee Song,0.197,0.259,0.103,0.0393,66.29899999999999,7.34e-06,0.858,13.0,[]
113,113,Female,18 - 30,5,5,6,4,5,5,Yes,25,1.0,"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""Summer"": III. Presto",Antonio Vivaldi,0.465,0.333,0.29100000000000004,0.6409999999999999,169.952,0.797,0.8370000000000001,62.0,"['baroque', 'classical', 'early music', 'italian baroque']"
114,114,Female,18 - 30,5,5,6,4,5,5,Yes,25,1.0,No More Sorrow,Rotterdam Ska-Jazz Foundation,0.857,0.551,0.136,0.894,83.89,0.8740000000000001,0.0616,24.0,"['ska', 'ska jazz', 'ska revival', 'traditional ska']"
115,115,Male,18 - 30,1 - 2,5,6,5,3,4,No,23,1.0,Supernova (Kanye West Feat Mr. Hudson Cover),Scott Chapman,0.627,0.7509999999999999,0.257,0.6970000000000001,123.968,0.0,0.0604,4.0,['viral pop']
116,116,Male,18 - 30,1 - 2,5,6,5,3,4,No,23,1.0,Flight,Tristam,0.755,0.434,0.106,0.217,87.383,2.57e-05,0.0415,70.0,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep']"
117,117,Female,18 - 30,2+,4,4,5,3,4,Yes,20,1.0,Show You the Light (feat. Efraim Leo),MARC,0.735,0.579,0.238,0.228,105.022,0.0,0.00415,45.0,"['latin', 'latin pop', 'salsa', 'tropical']"
118,118,Female,18 - 30,2+,4,4,5,3,4,Yes,20,1.0,Wanted,Trevor Guthrie,0.8740000000000001,0.625,0.119,0.456,128.042,1.2e-06,0.304,37.0,[]
119,119,Male,18 - 30,1 - 2,4,3,2,2,2,Yes,13,0.0,Drama (feat. Drake),Roy Woods,0.362,0.7090000000000001,0.109,0.113,122.043,0.0,0.157,74.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap soul']"
120,120,Male,18 - 30,1 - 2,4,3,2,2,2,Yes,13,0.0,Maybe IDK,Jon Bellion,0.54,0.54,0.231,0.209,120.266,0.0,0.0616,44.0,['pop rap']
121,121,Male,18 - 30,1 - 2,4,3,2,2,2,Yes,13,0.0,Luxury,Jon Bellion,0.393,0.67,0.104,0.193,77.461,0.000307,0.0159,51.0,['pop rap']
122,122,Male,18 - 30,2+,2,2,3,0,1,No,8,0.0,Carry On,Memphis May Fire,0.974,0.294,0.21,0.131,143.842,0.0,0.00032900000000000003,48.0,"['melodic metalcore', 'metalcore', 'post-screamo', 'rap metal', 'screamo']"
123,123,Male,18 - 30,2+,2,2,3,0,1,No,8,0.0,Air Is Free,Johnossi,0.893,0.385,0.123,0.484,173.78400000000005,7.31e-06,0.0147,51.0,"['swedish alternative rock', 'swedish indie rock', 'swedish pop']"
124,124,Female,18 - 30,1 - 2,3,6,1,3,6,No,19,1.0,Blame,Zeds Dead,0.777,0.602,0.0854,0.482,140.026,0.000367,0.226,61.0,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'progressive electro house']"
125,125,Female,18 - 30,1 - 2,3,6,1,3,6,No,19,1.0,Winter 1,Max Richter,0.616,0.485,0.305,0.483,149.03799999999995,0.892,0.738,44.0,"['compositional ambient', 'focus', 'sleep', 'soundtrack']"
126,126,Male,18 - 30,2+,2,4,2,3,3,No,14,0.0,The Power of Love,Céline Dion,0.519,0.546,0.24,0.247,140.054,0.00046,0.36,68.0,"['canadian pop', 'dance pop']"
127,127,Male,18 - 30,2+,2,4,2,3,3,No,14,0.0,Hooked On Your Love,Aretha Franklin,0.35100000000000003,0.8029999999999999,0.371,0.4970000000000001,109.785,0.0,0.183,31.0,"['christmas', 'classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']"
128,128,Male,18 - 30,2+,2,4,2,3,3,No,14,0.0,Cake By The Ocean,DNCE,0.765,0.774,0.0373,0.917,119.001,0.0,0.156,81.0,"['dance pop', 'pop', 'post-teen pop', 'tropical house']"
129,129,Female,18 - 30,0 - 1,1,4,1,2,5,Yes,13,0.0,Drops of Jupiter,Train,0.64,0.468,0.154,0.499,79.297,0.0,0.154,78.0,"['neo mellow', 'pop', 'pop quebecois', 'pop rap', 'pop rock']"
130,130,Female,18 - 30,0 - 1,1,4,1,2,5,Yes,13,0.0,Les amours dévouées,Cœur De Pirate,0.482,0.5870000000000001,0.314,0.7070000000000001,117.227,2.84e-06,0.713,35.0,['french pop']
131,131,Female,18 - 30,2+,4,5,4,4,6,Yes,23,1.0,With You,Chris Brown,0.696,0.659,0.13,0.665,86.001,0.0,0.14300000000000002,69.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
132,132,Female,18 - 30,2+,4,5,4,4,6,Yes,23,1.0,Man! I Feel Like A Woman!,Shania Twain,0.899,0.6779999999999999,0.34700000000000003,0.757,124.944,0.0,0.637,75.0,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn', 'dance pop']"
133,133,Female,18 - 30,1 - 2,1,5,6,1,6,No,19,1.0,Fireproof,Coleman Hell,0.774,0.6920000000000001,0.141,0.7709999999999999,128.033,1.02e-05,0.0149,47.0,"['canadian pop', 'indie poptimism', 'modern alternative rock', 'modern rock']"
134,134,Female,18 - 30,1 - 2,1,5,6,1,6,No,19,1.0,Jubel - Original Mix,Klingande,0.476,0.698,0.0542,0.181,124.986,0.238,0.185,64.0,"['deep house', 'deep tropical house', 'edm', 'tropical house']"
135,135,Male,18 - 30,1 - 2,6,6,5,5,5,No,27,1.0,the ends,Travis Scott,0.737,0.585,0.0904,0.0497,171.85299999999995,0.0,0.0661,66.0,"['pop', 'pop rap', 'rap']"
136,136,Male,18 - 30,1 - 2,6,6,5,5,5,No,27,1.0,Wiggins,MO-G,0.6920000000000001,0.7659999999999999,0.128,0.425,100.952,0.0,0.199,22.0,"['indie pop', 'vancouver indie']"
