,Unnamed: 0,Unnamed: 0.1,id,songs,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
385,626,626,208,Maad City Kendrick Lamar,m.A.A.d city,Kendrick Lamar,0.7290000000000001,0.487,0.44,0.217,91.048,4.07e-06,0.0538,67.0,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
386,627,627,209,Trust Nobody Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,0.625,0.49,0.118,0.748,78.762,0.0,0.4970000000000001,66.0,"['dance pop', 'downtempo', 'edm', 'electropop', 'pop', 'post-teen pop', 'shiver pop']"
387,628,628,209,Deja Vu Post Malone,Deja Vu,Post Malone,0.69,0.62,0.131,0.331,133.935,0.0,0.0931,78.0,"['pop', 'rap']"
388,630,630,210,Ooh La The Kooks,Ooh La,The Kooks,0.873,0.5429999999999999,0.15,0.7859999999999999,150.891,9.45e-05,0.0165,48.0,"['garage rock', 'indie rock', 'modern rock', 'rock']"
389,631,631,210,Kill Your Heroes AWOLNATION,Kill Your Heroes,AWOLNATION,0.95,0.575,0.765,0.315,96.046,9.47e-05,0.00842,54.0,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']"
390,632,632,210,Honey Save Me From My Falsehoods Asha Jefferies,"Honey, Save Me From My Falsehoods",Asha Jefferies,0.0218,0.332,0.112,0.119,83.626,6.54e-05,0.8690000000000001,28.0,[]
391,633,633,211,aint my fault rehab remix,Ain't My Fault - R3hab Remix,Zara Larsson,0.847,0.67,0.22,0.613,150.109,0.0,0.0156,64.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'r&b', 'swedish electropop', 'swedish pop', 'tropical house']"
392,634,634,211,say yes,Say Yes,Floetry,0.404,0.74,0.128,0.4270000000000001,117.887,1.41e-06,0.219,60.0,"['hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
393,635,635,211,lotto,Lotto,EXO,0.867,0.7979999999999999,0.193,0.7020000000000001,99.996,0.0,0.0618,66.0,['k-pop']
394,636,636,212,Wolves Big Wreck,Wolves,Big Wreck,0.948,0.337,0.152,0.7090000000000001,157.966,0.00177,0.00465,22.0,"['canadian indie', 'canadian rock', 'post-grunge']"
395,637,637,212,Bush Party Dean Brody,Bush Party,Dean Brody,0.8290000000000001,0.575,0.139,0.48,140.035,0.0,0.32,39.0,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
396,638,638,212,The Touch Kolaj,The Touch,KOLAJ,0.765,0.643,0.0411,0.353,111.972,0.00317,0.00954,42.0,[]
397,639,639,213,Girls Like Tinie Tempah,Girls Like (feat. Zara Larsson),Tinie Tempah,0.804,0.916,0.0812,0.5379999999999999,120.028,1.18e-05,0.37,71.0,"['dance pop', 'grime', 'hip hop', 'house', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'tropical house']"
398,641,641,213,Not above love aluna george,Not Above Love,AlunaGeorge,0.733,0.741,0.394,0.5379999999999999,96.044,0.0,0.413,59.0,"['electropop', 'house', 'indie r&b', 'indietronica', 'pop', 'tropical house']"
399,644,644,214,Guillotine,Guillotine,Jon Bellion,0.7979999999999999,0.614,0.0966,0.593,98.127,5.83e-06,0.106,67.0,"['modern rock', 'pop', 'pop rap']"
400,645,645,215,Centuries fall out boy,Centuries,Fall Out Boy,0.866,0.385,0.111,0.551,176.014,0.0,0.004,81.0,"['emo', 'modern rock', 'pop punk']"
401,647,647,215,Dear Agony Breaking Benjamin,I Will Not Bow,Breaking Benjamin,0.952,0.5429999999999999,0.38,0.591,107.942,7.8e-06,0.000192,71.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
402,648,648,216,Exit Music Radiohead,Exit Music (For a Film),Radiohead,0.276,0.293,0.16699999999999998,0.196,121.603,0.119,0.229,62.0,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']"
403,649,649,216,F me pumps Amy winehouse,F*** Me Pumps - US Clean Version,Amy Winehouse,0.335,0.893,0.175,0.619,102.911,0.0,0.106,35.0,['neo soul']
404,652,652,217,This Town Niall Horan,This Town,Niall Horan,0.401,0.6779999999999999,0.118,0.194,111.855,0.0,0.72,77.0,"['dance pop', 'pop', 'post-teen pop']"
405,653,653,217,All I Wanna Do Jay Park,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],Jay Park,0.7240000000000001,0.4,0.0927,0.43,96.782,0.0,0.375,65.0,"['k-hop', 'k-pop', 'korean pop', 'korean r&b']"
406,654,654,218,Photograph Ed Sheeran ,Photograph,Ed Sheeran,0.379,0.614,0.0986,0.201,107.989,0.000464,0.607,86.0,['pop']
407,656,656,218,Too many Russ ,Too Many,Russ,0.507,0.743,0.111,0.358,79.01100000000002,0.0,0.606,61.0,"['hip hop', 'pop', 'rap']"
408,657,657,219,Can't Stop the Feeling,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.8320000000000001,0.669,0.0968,0.7,113.035,0.0,0.0106,77.0,"['dance pop', 'pop']"
409,658,658,219,This is What you Came For,This Is What You Came For,Calvin Harris,0.928,0.63,0.14800000000000002,0.465,123.963,0.124,0.199,82.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
410,659,659,219,Don't Let Me Down,Don't Let Me Down,The Chainsmokers,0.8690000000000001,0.532,0.136,0.422,159.803,0.00508,0.157,84.0,"['edm', 'electropop', 'pop', 'tropical house']"
411,660,660,220,Between Days Levi,Between Days,Levi,0.501,0.762,0.111,0.267,120.018,0.00481,0.0201,40.0,[]
412,661,661,220,Drive Glades,Drive,Glades,0.72,0.589,0.0946,0.35600000000000004,127.99,0.000122,0.161,55.0,"['aussietronica', 'dance pop', 'electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'pop', 'vapor soul']"
413,662,662,220,1000 Nights FRENSHIP,1000 Nights,FRENSHIP,0.7090000000000001,0.594,0.0738,0.5870000000000001,90.001,0.0562,0.0315,64.0,"['deep tropical house', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'tropical house']"
414,663,663,221,Experience Ludovico Einaudi,Experience,Ludovico Einaudi,0.42,0.413,0.0698,0.0367,92.425,0.952,0.93,54.0,"['bow pop', 'compositional ambient']"
415,664,664,221,Divenire Ludovico Einaudi,Divenire,Ludovico Einaudi,0.21,0.14400000000000002,0.0694,0.084,88.771,0.883,0.914,60.0,"['bow pop', 'compositional ambient']"
416,666,666,222,Stole the Show Kygo,Stole the Show,Kygo,0.662,0.679,0.152,0.438,99.879,0.0,0.155,77.0,"['edm', 'pop', 'tropical house']"
417,667,667,222,Lose Yourself Eminem,Lose Yourself - Soundtrack Version,Eminem,0.732,0.698,0.359,0.0689,171.43099999999995,0.000647,0.00704,80.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
418,668,668,222,Shake It Off Taylor Swift,Shake It Off,Taylor Swift,0.785,0.648,0.14800000000000002,0.943,160.02,0.0,0.0561,73.0,"['dance pop', 'pop', 'post-teen pop']"
419,669,669,223,Little do you know Alex and Sierra,Little Do You Know,Alex & Sierra,0.292,0.5,0.188,0.37,145.879,0.0,0.746,80.0,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
420,670,670,223,I believe in you Michael Buble,I Believe in You,Michael Bublé,0.7440000000000001,0.612,0.0978,0.527,113.009,2.57e-06,0.125,65.0,"['adult standards', 'canadian pop', 'lounge', 'neo mellow']"
421,671,671,223,Make it Work Majid Jordan,Make It Work,Majid Jordan,0.643,0.75,0.146,0.343,107.017,0.00283,0.00275,55.0,"['indie r&b', 'pop', 'pop rap', 'rap', 'trap soul']"
422,673,673,224,Something About You Majid Jordan ,Something About You,Majid Jordan,0.6809999999999999,0.575,0.219,0.232,110.091,0.0,0.0888,55.0,"['indie r&b', 'pop', 'pop rap', 'rap', 'trap soul']"
423,675,675,225,Often the Weeknd,Often,The Weeknd,0.629,0.569,0.135,0.0726,134.035,0.0,0.218,77.0,"['canadian pop', 'pop', 'rap']"
424,676,676,225,Telepathy Christina Aguilera,Telepathy,Christina Aguilera,0.893,0.519,0.35,0.78,110.091,0.00103,0.0479,51.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
425,677,677,225,We Don't Talk Anymore Charlie Puth and Selena Gomez,We Don't Talk Anymore (Originally by Charlie Puth and Selena Gomez) - Karaoke Instrumental,Karaoke Freaks,0.535,0.726,0.102,0.374,101.214,0.92,0.435,6.0,['karaoke']
426,678,678,226,White Ferrari frank ocean ,White Ferrari,Frank Ocean,0.0924,0.444,0.304,0.219,108.917,0.0,0.784,70.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
427,680,680,226,Cold hard love Tory lanez ,Cold Hard Love,Tory Lanez,0.653,0.474,0.0951,0.173,90.036,0.000295,0.264,49.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
428,684,684,228,Chloroform Phoenix ,Chloroform,Phoenix,0.733,0.329,0.0812,0.317,137.657,0.0103,0.00242,50.0,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']"
429,685,685,228,Hold you gyptian ,Hold You - Hold Yuh,Gyptian,0.621,0.69,0.0884,0.4970000000000001,66.858,2.81e-05,0.321,68.0,"['conscious hip hop', 'dancehall', 'reggae fusion', 'roots reggae']"
430,686,686,228,Jarmin in the dark the monks ,Jarmin in the Dark,Young Monks,0.6559999999999999,0.616,0.281,0.54,79.969,0.000324,0.0737,47.0,[]
431,687,687,229,Best of both worlds Miley Cyrus ,"Best of Both Worlds - Live from Arrowhead Pond, Anaheim, U.S.A./2008",Miley Cyrus,0.928,0.556,0.946,0.551,123.994,0.0025800000000000003,0.0923,34.0,"['dance pop', 'pop', 'post-teen pop']"
432,689,689,229,Starboy weeknd,Starboy,The Weeknd,0.587,0.679,0.137,0.486,186.003,6.35e-06,0.141,84.0,"['dfw rap', 'melodic rap', 'rap']"
433,691,691,230,GOLD Kiiara ,Gold,Kiiara,0.412,0.6,0.134,0.408,113.049,0.0025,0.615,74.0,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']"
434,692,692,230,I was here Beyonce,I Was Here,Beyoncé,0.627,0.51,0.0927,0.234,110.992,0.0,0.431,64.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
435,693,693,231,Light up the sky the Afters,Light Up the Sky,The Afters,0.774,0.468,0.0666,0.408,141.959,0.0,0.0319,54.0,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']"
436,695,695,231,If Today is your last day Nickelback,If Today Is Your Last Day (In the Style of Nickelback) [Karaoke Version],Mr. Entertainer Karaoke,0.4970000000000001,0.573,0.354,0.589,90.021,0.0327,1.02e-05,0.0,['karaoke']
437,696,696,232,Reaper Sia,Reaper,Sia,0.773,0.5670000000000001,0.0901,0.731,82.947,0.00011,0.0355,59.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
438,697,697,232,Lost On You Death Valley,Death Valley,LP,0.8340000000000001,0.685,0.124,0.7559999999999999,120.044,0.18,0.00562,50.0,['indie rock']
439,698,698,232,Don't Ed Sheeran,Don't,Ed Sheeran,0.608,0.8059999999999999,0.635,0.8490000000000001,95.049,0.0,0.0113,77.0,['pop']
440,699,699,233,fake love drake ,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0.0,0.108,79.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
441,700,700,233,24K Magic Bruno Mars ,That's What I Like,Bruno Mars,0.56,0.853,0.0944,0.86,134.066,0.0,0.013,86.0,"['pop', 'post-teen pop']"
442,701,701,233,daddy lessons beyonce ,Daddy Lessons,Beyoncé,0.851,0.621,0.887,0.449,90.94,1.4499999999999997e-05,0.0202,61.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
443,702,702,234,Crystal Blue Persuasion Tommy James,Crystal Blue Persuasion,Tommy James & The Shondells,0.313,0.603,0.184,0.8170000000000001,99.172,4.53e-05,0.248,50.0,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']"
444,703,703,234,You Got It On  Justin Timberlake,You Got It On,Justin Timberlake,0.442,0.574,0.189,0.467,86.43,0.0029,0.19,40.0,"['dance pop', 'pop']"
445,704,704,234,New Person Same Old Mistakes Tame Impala,"New Person, Same Old Mistakes",Tame Impala,0.809,0.47,0.0491,0.49,151.836,0.00671,0.272,69.0,"['australian alternative rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'psychedelic rock']"
446,2,2,0,Don't Wanna Know Maroon5 Kendrick Lamar,Don't Wanna Know,Maroon 5 & Kendrick Lamar,,,,,,,,,
447,3,3,1,Put that on my set asap rocky ft skepta,Put That On My Set (feat. A$AP Rocky & Skepta),ASAP Mob,0.547,0.752,0.107,0.161,111.962,0.000249,0.113,52.0,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
448,4,4,1,High rhe beach lana del rey,Lana Del Rey,High by the Beach,,,,,,,,,
449,7,7,2,Love on the Brain Rhianna,Rihanna,Love On The Brain,,,,,,,,,
450,14,14,4,Mr. Bright side the killers,Mr. Brightside,The Killers,0.911,0.352,0.0995,0.236,148.033,0.0,0.00121,83.0,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']"
451,21,21,7,SelfControl Frank Ocean,Self Control,Frank Ocean,0.209,0.572,0.356,0.446,80.069,0.0,0.765,74.0,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
452,34,34,11,https://www.youtube.com/watch?v=ABuR0nLRVo&list=PLkqYoqI5Cl1pc6b5jxei9o5CiMMlyZ3nO,GATE OF STEINER symphonic ver.,Takeshi Abo,,,,,,,,,
453,43,43,14,Label black gupz sehra,Label Black,Gupz Sehra,0.875,0.612,0.328,0.898,179.893,0.0,0.254,48.0,['punjabi pop']
454,46,46,15,Waltz for life will be born Nujabes,Waltz for Life Will Born,Nujabes,0.726,0.294,0.303,0.651,180.169,0.969,0.377,33.0,"['chillhop', 'downtempo', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']"
455,47,47,15,Throw it back ProletR,Throw It Back (feat. Taskrok),Proleter,0.79,0.5,0.639,0.93,171.67,0.0,0.173,46.0,"['electro swing', 'nu jazz']"
456,48,48,16,Reverse skydiving Hot Natured ft. Anabel Englund,Reverse Skydiving (feat. Anabel Englund),Hot Natured,0.461,0.915,0.0771,0.582,118.013,0.0595,0.00641,47.0,"['deep disco house', 'deep house', 'house', 'microhouse']"
457,49,49,16,Let's Nacho from the movie Kapoor & Sons,"Let's Nacho (From ""Kapoor & Sons (Since 1921)"")","Nucleya, Benny Dayal, Badshah",0.947,0.742,0.0721,0.88,130.043,0.0221,0.0906,34.0,"['desi hip hop', 'desi pop', 'hindi hip hop', 'indian edm', 'indian indie']"
458,51,51,17,swang Travis scott,Swang,Rae Sremmurd,0.314,0.681,0.1,0.166,139.992,9.82e-06,0.2,73.0,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
459,59,59,19,Mad world jubel,Mad World,Michael Andrews,0.133,0.346,0.109,0.332,174.291,1.11e-05,0.966,56.0,['neo mellow']
460,66,66,22,Broccoli D.R.A.M ft. Lil Yachty,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,0.525,0.886,0.057,0.708,145.99,0.0,0.236,64.0,"['alternative r&b', 'pop rap', 'rap', 'trap', 'underground hip hop', 'virginia hip hop']"
461,115,115,38,Sedone Houndmouth,Sedona,Houndmouth,0.654,0.394,0.112,0.264,135.188,6.96e-05,0.0404,64.0,"['deep new americana', 'indie folk', 'modern folk rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']"
462,116,116,38,The Grand Optimist City and Colour,Grand Optimist,City and Colour,,,,,,,,,
463,141,141,47,Rockae Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.763,0.72,0.18,0.742,101.965,0.0,0.406,75.0,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
464,142,142,47,Craig David ain't givin up (wide awake remix),Ain't Giving Up - WiDE AWAKE Remix,"Craig David, Sigala, WiDE AWAKE",0.646,0.609,0.0787,0.58,74.987,4.8e-05,0.0197,37.0,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']"
465,145,145,48,Shelter Porter Robinson & Madeon,Shelter,Porter Robinson & Madeon,0.796,0.276,0.184,0.26,199.526,0.0,0.00293,66.0,"['complextro', 'edm', 'future bass', 'progressive electro house']"
466,146,146,48,Love10 masara ft. Julianna & Ran,Love10 (ft. Juunana & Ran),masara,,,,,,,,,
467,163,163,54,Maybe IDK Jon Belion,Maybe IDK,Jon Bellion,0.54,0.54,0.231,0.209,120.266,0.0,0.0616,44.0,['pop rap']
468,164,164,54,Luxury Jon Belion,Luxury,Jon Bellion,0.393,0.67,0.104,0.193,77.461,0.000307,0.0159,51.0,['pop rap']
469,185,185,61,Wiggins MoG,Wiggins,MO-G,0.692,0.766,0.128,0.425,100.952,0.0,0.199,22.0,"['indie pop', 'vancouver indie']"
470,186,186,62,Only U Party next daydoor,Only U,PARTYNEXTDOOR,0.786,0.37,0.243,0.756,65.568,0.0,0.306,53.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
471,205,205,68,Home for Christmas take 3,Home for Christmas,Take Three,,,,,,,,,
472,236,236,78,2 am SZA ,2AM,SZA,,,,,,,,,
473,241,241,80,Veins in the trap Travis scott,beibs in the trap,Travis Scott,0.571,0.743,0.291,0.495,119.054,0.0,0.24,71.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
474,242,242,80,Gangsta khelani,Gangsta,Kehlani,0.447,0.439,0.303,0.11,121.48,0.0,0.111,70.0,"['dance pop', 'pop', 'r&b']"
475,252,252,84,Sun is never going down. By Martin Garrix,Sun Is Never Going Down (feat. Dawn Golden),Martin Garrix,0.726,0.506,0.266,0.266,128.044,8.05e-05,0.00308,48.0,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']"
476,264,264,88,Remembering SundayAll Time Low,Remembering Sunday,All Time Low,0.602,0.45,0.141,0.316,170.043,0.0,0.15,61.0,['pop rap']
477,273,273,91,Blue Jay season Tory lanez,Blue Jay Season,Tory Lanez,,,,,,,,,
478,274,274,91,Who future and young thug,Who,DJ ESCO,0.635,0.846,0.343,0.51,110.034,0.0,0.0969,47.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
479,276,276,92,Five more hours Derro,Five More Hours (feat. Chris Brown),Deorro,,,,,,,,,
480,279,279,93,R.O.D GDragon,R.O.D.,"G-DRAGON, Lydia Paek",0.852,0.673,0.104,0.586,144.953,0.0,0.031,45.0,['k-pop']
481,282,282,94,World is Yours  Genius P.J's and Daoko,world is yours,"Genius P.J's, Daoko",0.895,0.431,0.0866,0.246,147.734,0.0,0.0147,3.0,['brooklyn drill']
482,294,294,98,Heat swing machal montano,Temperature,Machel Montano,0.964,0.802,0.261,0.681,127.983,0.0,0.12,19.0,"['chutney', 'dancehall', 'soca']"
483,295,295,98,Controllerdrake,Controlla,Drake,0.468,0.59,0.101,0.349,92.287,0.0,0.0789,73.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
484,296,296,98,La gente de gorza mark anthony,La Gozadera (feat. Marc Anthony),Gente De Zona,0.989,0.616,0.172,0.902,95.036,0.0,0.166,74.0,"['cubaton', 'latin', 'latin hip hop', 'latin pop']"
485,297,297,99,One Dance the 6ix god,One Dance (feat. Wizkid & Kyla),Drake,,,,,,,,,
486,330,330,110,You're going to miss me when I'm gone Anna Kendrick,"Cups (Pitch Perfect's ""When I'm Gone"") - Pop Version",Anna Kendrick,,,,,,,,,
487,332,332,110,The little drummer boy Pentatonix,Little Drummer Boy,Pentatonix,0.411,0.713,0.0763,0.626,134.007,7.19e-05,0.3,59.0,['a cappella']
488,334,334,111,Brown Boy Nav,Brown Boy,NAV,0.866,0.863,0.201,0.873,147.055,0.0,0.164,47.0,[]
489,335,335,111,Nothing on Me Nav,Nothing On Me,NAV,,,,,,,,,
490,337,337,112,Yours to keep Casey braves,Yours To Keep,Casey Breves,,,,,,,,,
491,341,341,113,Lorde Tennis Court (Flume Remix),Tennis Court (Flume Remix),Lorde,,,,,,,,,
492,374,374,124,https://www.youtube.com/watch?v=xFrGuyw1V8s,Dancing Queen,ABBA,0.87,0.543,0.792,0.754,100.804,0.000939,0.358,81.0,"['europop', 'swedish pop']"
493,394,394,131,No Problems Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,0.795,0.652,0.123,0.788,135.018,0.0,0.156,69.0,"['canadian pop', 'pop']"
494,396,396,132,Folger Crystals J.Cole,Folgers Crystals,J. Cole,0.742,0.884,0.127,0.849,109.982,0.0,0.357,48.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
495,397,397,132,Love Yourz J.Cole,Love Yourz,J. Cole,0.623,0.502,0.119,0.399,75.578,0.0,0.609,72.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
496,398,398,132,Bas My nigga just made bail ft. J. Cole,My Nigga Just Made Bail,Bas,0.619,0.814,0.0829,0.625,124.073,0.0,0.607,48.0,"['permanent wave', 'punk']"
497,413,413,137,mozarts 4th symphany ,"Symphony No. 4 in D major, K. 19,",Wolfgang Amadeus Mozart,,,,,,,,,
498,423,423,141,That new Future fr. Drizzy Drake Used to this,Used to This (feat. Drake),Future,0.727,0.618,0.196,0.401,164.992,0.0,0.0312,57.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
499,424,424,141,You need to CUT ITTT ✂✂✂,Cut It (feat. Young Dolph),OT Genasis,0.673,0.875,0.292,0.231,130.0,0.0,0.135,63.0,"['pop rap', 'rap', 'southern hip hop', 'trap']"
500,425,425,141,This one for the shawties out there Jeremih Ouiiiiii,oui,Jeremih,0.722,0.705,0.126,0.635,119.879,0.0,0.215,19.0,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
501,435,435,145,I will posess your heart death cab for cutie,I Will Possess Your Heart,Death Cab for Cutie,0.619,0.605,0.0732,0.578,133.074,0.313,0.423,55.0,"['alternative rock', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']"
502,436,436,145,Workshoes USS,Work Shoes,Ubiquitous Synergy Seeker,0.858,0.646,0.269,0.689,81.423,0.0,0.0862,43.0,"['canadian indie', 'modern alternative rock']"
503,449,449,149,Don't Do It For You No More PARTYNEXTDOOR,DON'T DO IT FOR YOU NO MORE,PARTYNEXTDOOR,0.654,0.399,0.0585,0.462,160.04,0.00025,0.0116,43.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
504,450,450,150,Fallin' Alicia Keyes,Fallin',Alicia Keys,0.609,0.652,0.233,0.482,95.986,0.00101,0.263,67.0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
505,458,458,152,One Wine Machel Montana Ft. Major Lazer,One Wine (feat. Major Lazer),"Machel Montano, Sean Paul",0.944,0.502,0.293,0.899,195.804,0.0,0.116,33.0,"['chutney', 'dancehall', 'soca']"
506,462,462,154,Hey Girl Lady Gaga ft. Florence Welch,Hey Girl,Lady Gaga,0.451,0.754,0.0688,0.622,138.024,6.5e-06,0.0562,52.0,"['art pop', 'dance pop', 'pop']"
507,468,468,156,father stretch my hand kanye,Father Stretch My Hands Pt. 1,Kanye West,0.573,0.724,0.538,0.438,113.088,0.0,0.118,79.0,"['chicago rap', 'rap']"
508,477,477,159,El Dorado Ramriddlz & Hamza,El Dorado,Hamza,0.735,0.724,0.0797,0.926,160.048,0.0,0.44,46.0,"['canadian contemporary r&b', 'canadian hip hop', 'rap calme', 'trap soul']"
509,479,479,159,Aaj Jaane Ki Zid Na Karo Arijit Singh,Aaj Jaane Ki Zid Na Karo,Arijit Singh,,,,,,,,,
510,514,514,171,Spacebound eminem,Space Bound,Eminem,0.886,0.668,0.459,0.503,142.002,0.0,0.0417,69.0,"['detroit hip hop', 'hip hop', 'rap']"
511,517,517,172,You're going to go far kid the offspring ,"You're Gonna Go Far, Kid",The Offspring,0.917,0.55,0.197,0.601,126.115,0.0,0.00428,79.0,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
512,518,518,172,Beverly Hills wheezer,Beverly Hills,Weezer,0.823,0.693,0.328,0.741,87.904,0.0,0.0932,71.0,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
513,522,522,174,Runner A$AP Mob ft Lil Uzi Vert and A$AP Ant,Runner (feat. A$AP Ant and Lil Uzi Vert),ASAP Mob,,,,,,,,,
514,525,525,175,21K Bruno Mars,24K Magic,Bruno Mars,0.803,0.818,0.153,0.632,106.97,0.0,0.034,78.0,"['dance pop', 'pop']"
515,527,527,175,Orphelia The Lumineers,Ophelia,The Lumineers,0.573,0.664,0.0857,0.566,76.023,0.000363,0.613,79.0,"['folk-pop', 'modern rock', 'pop', 'pop rock', 'stomp and holler']"
516,532,532,177,Caroline Anime,Caroline,Aminé,0.335,0.94,0.262,0.707,120.04,0.0,0.17,76.0,"['hip hop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']"
517,541,541,180,It girl Jason Deurlo ,It Girl,Jason Derulo,0.718,0.668,0.104,0.345,91.993,0.0,0.0165,71.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
518,543,543,181,Swallow up the ocean Billytalent,Swallowed up by the Ocean,Billy Talent,0.894,0.581,0.169,0.183,112.052,0.0,0.00509,37.0,"['alternative metal', 'canadian punk', 'punk']"
519,545,545,181,Tighted up The Black Keys,Tighten Up,The Black Keys,0.711,0.517,0.568,0.582,108.846,7.15e-06,0.000763,61.0,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']"
520,560,560,186,Say it Tory Lanz,Say It,Tory Lanez,0.529,0.546,0.124,0.247,107.331,6.5e-06,0.0862,75.0,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']"
521,563,563,187,Juju on That Beat Zay Hilfigerrrrrr,Juju on That Beat (TZ Anthem),"Zay Hilfigerrr, Zayion McCall",0.887,0.807,0.391,0.78,160.517,0.0,0.00381,58.0,[]
522,564,564,188,Starry The Weeknd,Starboy,The Weeknd,0.587,0.679,0.137,0.486,186.003,6.35e-06,0.141,84.0,"['dfw rap', 'melodic rap', 'rap']"
523,570,570,190,To Dream Tory Lanez,To D.R.E.A.M.,Tory Lanez,0.523,0.48,0.143,0.0979,137.671,0.0,0.00979,49.0,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']"
524,577,577,192, Thy Will Hilary Scott,Thy Will,Hillary Scott & The Scott Family,0.506,0.373,0.118,0.123,157.742,1.03e-06,0.718,56.0,[]
525,585,585,195,Ocean eyes (astronomy edit) Billie Eilish,Ocean Eyes - Astronomyy Remix,Billie Eilish,0.481,0.594,0.0939,0.0671,144.941,0.0126,0.629,63.0,"['art pop', 'electropop', 'pop']"
